x,y
1772,86
1764,78
1772,70
1780,78
1772,70
1764,78
1756,86
1764,78
1772,86
1780,94
1788,102
1780,94
1772,102
1764,94
1772,102
1764,110
1756,102
1748,110
1756,118
1764,126
1756,118
1748,126
1740,134
1748,142
1740,150
1748,142
1756,150
1748,142
1740,134
1748,142
1740,134
1732,126
1740,118
1732,110
1724,102
1716,110
1724,102
1716,94
1724,102
1732,110
1740,118
1732,110
1740,118
1748,110
1756,102
1748,110
1756,102
1764,110
1772,102
1780,110
1788,102
1796,94
1804,86
1812,78
1820,86
1812,78
1820,70
1812,78
1804,70
1796,78
1788,70
1796,78
1804,70
1796,78
1788,86
1796,78
1804,86
1796,94
1804,102
1812,110
1820,102
1828,110
1820,102
1812,94
1804,102
1812,94
1820,102
1828,110
1820,102
1828,110
1836,118
1828,110
1820,118
1828,110
1836,118
1828,126
1836,134
1828,126
1836,118
1844,110
1852,118
1844,126
1852,118
1844,110
1836,118
1828,110
1836,118
1828,126
1836,118
1828,126
1820,118
1828,126
1820,134
1828,126
1820,134
1828,126
1820,118
1828,110
1820,118
1812,110
1804,102
1812,94
1820,86
1812,94
1820,86
1828,78
1820,86
1812,94
1804,86
1812,78
1820,86
1828,94
1836,102
1844,110
1836,118
1828,126
1820,118
1828,126
1836,134
1844,126
1852,134
1844,126
1836,118
1828,110
1820,118
1812,126
1820,134
1828,142
1836,150
1828,142
1836,150
1828,142
1836,150
1844,142
1836,134
1844,142
1852,134
1844,126
1836,134
1844,126
1836,134
1844,126
1852,134
1860,126
1852,134
1844,142
1836,150
1844,158
1836,150
1828,158
1836,150
1844,158
1836,150
1828,158
1836,166
1844,174
1852,166
1844,174
1836,182
1844,174
1852,182
1860,190
1852,182
1860,190
1852,198
1860,190
1868,198
1876,206
1884,198
1876,206
1884,214
1876,222
1884,214
1892,222
1884,230
1876,222
1884,214
1892,206
1884,198
1876,190
1884,198
1892,190
1884,198
1876,190
1884,182
1892,174
1884,166
1876,158
1868,166
1860,174
1868,166
1860,174
1852,182
1844,190
1836,198
1844,206
1836,198
1828,190
1836,198
1844,206
1836,214
1844,206
1836,214
1828,206
1836,198
1828,206
1820,198
1828,190
1836,182
1844,174
1836,182
1844,174
1836,182
1828,190
1820,182
1812,174
1820,166
1828,158
1820,150
1828,142
1820,134
1812,126
1820,118
1828,126
1836,134
1844,142
1836,134
1844,126
1852,118
1860,110
